survey_name,unit_position,type,item_name,label,answer,display_order,subject,premise,y,condition
Single_Inference_Task,10,rating_button,li1au9,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",3,231,0,li1,au,9
Single_Inference_Task,10,rating_button,li1po9,...ignores his personal hygiene and mental health in order to devote more time to his career?,4,219,0,li1,po,9
Single_Inference_Task,10,rating_button,li1lo9,...leaves his family business to go work for their main competitor?,4,239,0,li1,lo,9
Single_Inference_Task,10,rating_button,pr1au6,"...takes his father's car out after curfew, against his father's wishes?",2,59,1,po,au,6
Single_Inference_Task,10,rating_button,pr1po6,...goes to a birthday party for his friend but does not bring a gift?,4,35,1,po,po,6
Single_Inference_Task,10,rating_button,pr1fa6,...bribes his landlord to be the first to get his apartment repainted?,5,78,1,po,fa,6
Single_Inference_Task,10,rating_button,pr1lo6,"...gets a job in a foreign nation where his home country is viewed fairly negatively; in order to fit in among their coworkers, Steven makes critical comments about their home country, though Steven does not believe them?",3,61,1,po,lo,6
Single_Inference_Task,10,rating_button,pr1ca6,...tells a woman that her painting looks like it was done by children?,6,58,1,po,ca,6
Single_Inference_Task,10,rating_button,pr1sa6,...marries his first cousin in an elaborate wedding?,2,73,1,po,sa,6
Single_Inference_Task,10,rating_button,pr1li6,...forces his daughter to enroll as a pre-med student in college?,6,71,1,po,li,6
Single_Inference_Task,10,rating_button,sa1sa6,...looks at pornography in which an 18-year-old model has been digitally altered to look like he is 13?,2,132,1,sa1,sa,6
Single_Inference_Task,10,rating_button,sa1li6,...forces her daughter to enroll as a pre-med student in college?,7,124,1,sa1,li,6
Single_Inference_Task,10,rating_button,sa1au6,...tries to undermine all of her boss's ideas in front of others?,5,140,1,sa1,au,6
Single_Inference_Task,10,rating_button,sa1ca6,...spanks her child with a spatula for getting bad grades in school?,2,101,1,sa1,ca,6
Single_Inference_Task,10,rating_button,sa1po6,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",7,121,1,sa1,po,6
Single_Inference_Task,10,rating_button,sa1lo6,...jokes about the stupidity of people from her home country?,3,167,1,sa1,lo,6
Single_Inference_Task,10,rating_button,sa1fa6,"...hires her nephew for a job, instead of a more qualified applicant?",5,126,1,sa1,fa,6
Single_Inference_Task,10,rating_button,li1sa6,...offers to have oral sex with anyone in the bar while drunk?,6,222,1,li1,sa,6
Single_Inference_Task,10,rating_button,li1au6,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",3,231,1,li1,au,6
Single_Inference_Task,10,rating_button,li1po6,...goes to a birthday party for his friend but does not bring a gift?,5,242,1,li1,po,6
Single_Inference_Task,10,rating_button,li1fa6,...pretends to be seriously fouled by an opposing player during a local game?,4,240,1,li1,fa,6
Single_Inference_Task,10,rating_button,li1ca6,...tells a woman that her painting looks like it was done by children?,4,247,1,li1,ca,6
Single_Inference_Task,10,rating_button,li1lo6,...shares a secret that his best friend entrusted to him; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,6,199,1,li1,lo,6
Single_Inference_Task,10,rating_button,li1li6,...tells his romantic partner that she must convert to his religion?,3,191,1,li1,li,6
Single_Inference_Task,10,rating_button,pr1li4,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,7,37,2,po,li,4
Single_Inference_Task,10,rating_button,pr1po4,...goes to a birthday party for his friend but does not bring a gift?,2,20,2,po,po,4
Single_Inference_Task,10,rating_button,pr1sa4,...searches through the trash to find women's discarded underwear?,3,24,2,po,sa,4
Single_Inference_Task,10,rating_button,pr1fa4,...bribes his landlord to be the first to get his apartment repainted?,5,60,2,po,fa,4
Single_Inference_Task,10,rating_button,pr1ca4,...shoots geese repeatedly with a pellet gun out in the woods?,4,54,2,po,ca,4
Single_Inference_Task,10,rating_button,pr1lo4,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",1,21,2,po,lo,4
Single_Inference_Task,10,rating_button,pr1au4,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",5,44,2,po,au,4
Single_Inference_Task,10,rating_button,sa1li4,...is the leader of a club and bans members from wearing bright colors during club meetings?,6,112,2,sa1,li,4
Single_Inference_Task,10,rating_button,sa1fa4,...pretends to be seriously fouled by an opposing player during a local game?,4,122,2,sa1,fa,4
Single_Inference_Task,10,rating_button,sa1sa4,...looks at pornography in which an 18-year-old model has been digitally altered to look like he is 13?,5,106,2,sa1,sa,4
Single_Inference_Task,10,rating_button,sa1po4,...eats a T-bone steak with her hands in a fancy restaurant?,6,124,2,sa1,po,4
Single_Inference_Task,10,rating_button,sa1au4,...has a long and loud conversation with a group of friends during a religious service?,3,168,2,sa1,au,4
Single_Inference_Task,10,rating_button,sa1ca4,...shoots geese repeatedly with a pellet gun out in the woods?,5,114,2,sa1,ca,4
Single_Inference_Task,10,rating_button,sa1lo4,...jokes about the stupidity of people from her home country?,6,120,2,sa1,lo,4
Single_Inference_Task,10,rating_button,li1ca4,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,6,204,2,li1,ca,4
Single_Inference_Task,10,rating_button,li1au4,"...takes his father's car out after curfew, against his father's wishes?",7,234,2,li1,au,4
Single_Inference_Task,10,rating_button,li1lo4,"...gets a job in a foreign nation where his home country is viewed fairly negatively; in order to fit in among their coworkers, James makes critical comments about their home country, though James does not believe them?",4,197,2,li1,lo,4
Single_Inference_Task,10,rating_button,li1po4,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",5,184,2,li1,po,4
Single_Inference_Task,10,rating_button,li1fa4,...bribes his landlord to be the first to get his apartment repainted?,7,187,2,li1,fa,4
Single_Inference_Task,10,rating_button,li1li4,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,7,233,2,li1,li,4
Single_Inference_Task,10,rating_button,li1sa4,...searches through the trash to find women's discarded underwear?,5,247,2,li1,sa,4
Single_Inference_Task,10,rating_button,pr1sa10,...writes erotic poetry about his pet cat?,2,58,3,po,sa,10
Single_Inference_Task,10,rating_button,pr1lo10,...jokes about the stupidity of people from his home country?,5,53,3,po,lo,10
Single_Inference_Task,10,rating_button,pr1li10,...forces his daughter to enroll as a pre-med student in college?,4,33,3,po,li,10
Single_Inference_Task,10,rating_button,pr1ca10,...laughs when he realizes his friend's dad is a janitor?,5,32,3,po,ca,10
Single_Inference_Task,10,rating_button,pr1po10,...plays music through his headphones so loudly that other passengers can hear it while on a bus?,6,56,3,po,po,10
Single_Inference_Task,10,rating_button,pr1au10,...disobeys his boss; nothing bad happens as a result of his disobedience?,6,36,3,po,au,10
Single_Inference_Task,10,rating_button,pr1fa10,...skips to the front of the line because his friend is an employee?,6,84,3,po,fa,10
Single_Inference_Task,10,rating_button,sa1au10,...talks loudly in class while the instructor is teaching?,2,152,3,sa1,au,10
Single_Inference_Task,10,rating_button,sa1lo10,"...gets a job in a foreign nation where her home country is viewed fairly negatively; in order to fit in among their coworkers, Maria makes critical comments about their home country, though Maria does not believe them?",3,149,3,sa1,lo,10
Single_Inference_Task,10,rating_button,sa1sa10,...looks at pornography in which an 18-year-old model has been digitally altered to look like he is 13?,5,141,3,sa1,sa,10
Single_Inference_Task,10,rating_button,sa1po10,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",6,113,3,sa1,po,10
Single_Inference_Task,10,rating_button,sa1li10,...is the leader of a club and bans members from wearing bright colors during club meetings?,2,163,3,sa1,li,10
Single_Inference_Task,10,rating_button,sa1fa10,"...requires all her employees to split their bonuses evenly, even though some earn larger bonuses than others?",2,161,3,sa1,fa,10
Single_Inference_Task,10,rating_button,sa1ca10,...makes fun of her brother for getting dumped by his girlfriend?,3,151,3,sa1,ca,10
Single_Inference_Task,10,rating_button,li1fa10,...edges out another person in a long line?,4,211,3,li1,fa,10
Single_Inference_Task,10,rating_button,li1lo10,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",7,232,3,li1,lo,10
Single_Inference_Task,10,rating_button,li1sa10,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",5,189,3,li1,sa,10
Single_Inference_Task,10,rating_button,li1po10,...eats a T-bone steak with his hands in a fancy restaurant?,4,222,3,li1,po,10
Single_Inference_Task,10,rating_button,li1au10,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",5,223,3,li1,au,10
Single_Inference_Task,10,rating_button,li1li10,...is the leader of a club and bans members from wearing bright colors during club meetings?,7,236,3,li1,li,10
Single_Inference_Task,10,rating_button,li1ca10,...makes fun of his brother for getting dumped by his girlfriend?,6,249,3,li1,ca,10
Single_Inference_Task,10,rating_button,pr1li4,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,2,35,4,po,li,4
Single_Inference_Task,10,rating_button,pr1po4,...goes to a birthday party for his friend but does not bring a gift?,4,40,4,po,po,4
Single_Inference_Task,10,rating_button,pr1sa4,...searches through the trash to find women's discarded underwear?,3,45,4,po,sa,4
Single_Inference_Task,10,rating_button,pr1fa4,...bribes his landlord to be the first to get his apartment repainted?,4,84,4,po,fa,4
Single_Inference_Task,10,rating_button,pr1ca4,...shoots geese repeatedly with a pellet gun out in the woods?,2,69,4,po,ca,4
Single_Inference_Task,10,rating_button,pr1lo4,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",1,41,4,po,lo,4
Single_Inference_Task,10,rating_button,pr1au4,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",6,83,4,po,au,4
Single_Inference_Task,10,rating_button,sa1li4,...is the leader of a club and bans members from wearing bright colors during club meetings?,3,140,4,sa1,li,4
Single_Inference_Task,10,rating_button,sa1fa4,...pretends to be seriously fouled by an opposing player during a local game?,3,134,4,sa1,fa,4
Single_Inference_Task,10,rating_button,sa1sa4,...looks at pornography in which an 18-year-old model has been digitally altered to look like he is 13?,7,130,4,sa1,sa,4
Single_Inference_Task,10,rating_button,sa1po4,...eats a T-bone steak with her hands in a fancy restaurant?,7,143,4,sa1,po,4
Single_Inference_Task,10,rating_button,sa1au4,...has a long and loud conversation with a group of friends during a religious service?,1,138,4,sa1,au,4
Single_Inference_Task,10,rating_button,sa1ca4,...shoots geese repeatedly with a pellet gun out in the woods?,7,168,4,sa1,ca,4
Single_Inference_Task,10,rating_button,sa1lo4,...jokes about the stupidity of people from her home country?,7,103,4,sa1,lo,4
Single_Inference_Task,10,rating_button,li1ca4,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,2,235,4,li1,ca,4
Single_Inference_Task,10,rating_button,li1au4,"...takes his father's car out after curfew, against his father's wishes?",1,207,4,li1,au,4
Single_Inference_Task,10,rating_button,li1lo4,"...gets a job in a foreign nation where his home country is viewed fairly negatively; in order to fit in among their coworkers, James makes critical comments about their home country, though James does not believe them?",5,201,4,li1,lo,4
Single_Inference_Task,10,rating_button,li1po4,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",5,211,4,li1,po,4
Single_Inference_Task,10,rating_button,li1fa4,...bribes his landlord to be the first to get his apartment repainted?,4,226,4,li1,fa,4
Single_Inference_Task,10,rating_button,li1li4,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,6,238,4,li1,li,4
Single_Inference_Task,10,rating_button,li1sa4,...searches through the trash to find women's discarded underwear?,4,250,4,li1,sa,4
Single_Inference_Task,10,rating_button,pr1li5,...is the leader of a club and bans members from wearing bright colors during club meetings?,4,80,5,fa,li,5
Single_Inference_Task,10,rating_button,pr1fa5,...skips to the front of the line because his friend is an employee?,6,52,5,fa,fa,5
Single_Inference_Task,10,rating_button,pr1au5,...talks loudly in class while the instructor is teaching?,6,35,5,fa,au,5
Single_Inference_Task,10,rating_button,pr1sa5,...offers to have oral sex with anyone in the bar while drunk?,3,27,5,fa,sa,5
Single_Inference_Task,10,rating_button,pr1ca5,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,5,21,5,fa,ca,5
Single_Inference_Task,10,rating_button,pr1po5,...walks away while his conversation partner is still speaking?,7,53,5,fa,po,5
Single_Inference_Task,10,rating_button,pr1lo5,...shares a secret that his best friend entrusted to him; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,5,58,5,fa,lo,5
Single_Inference_Task,10,rating_button,sa1fa5,...pretends to be seriously fouled by an opposing player during a local game?,5,141,5,sa1,fa,5
Single_Inference_Task,10,rating_button,sa1lo5,...cheats on her spouse with an ex-lover; the spouse does not find out about the infidelity?,5,168,5,sa1,lo,5
Single_Inference_Task,10,rating_button,sa1sa5,...offers to have oral sex with anyone in the bar while drunk?,6,162,5,sa1,sa,5
Single_Inference_Task,10,rating_button,sa1au5,...tries to undermine all of her boss's ideas in front of others?,5,144,5,sa1,au,5
Single_Inference_Task,10,rating_button,sa1po5,...ignores her personal hygiene and mental health in order to devote more time to her career?,6,120,5,sa1,po,5
Single_Inference_Task,10,rating_button,sa1li5,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,5,100,5,sa1,li,5
Single_Inference_Task,10,rating_button,sa1ca5,...laughs when she realizes her friend's dad is a janitor?,4,124,5,sa1,ca,5
Single_Inference_Task,10,rating_button,li1li5,...imposes a curfew on all members of his immediate family?,5,203,5,li1,li,5
Single_Inference_Task,10,rating_button,li1po5,...ignores his personal hygiene and mental health in order to devote more time to his career?,2,226,5,li1,po,5
Single_Inference_Task,10,rating_button,li1sa5,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",6,217,5,li1,sa,5
Single_Inference_Task,10,rating_button,li1lo5,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",2,231,5,li1,lo,5
Single_Inference_Task,10,rating_button,li1ca5,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,3,213,5,li1,ca,5
Single_Inference_Task,10,rating_button,li1au5,...has a long and loud conversation with a group of friends during a religious service?,4,186,5,li1,au,5
Single_Inference_Task,10,rating_button,li1fa5,...skips to the front of the line because his friend is an employee?,5,196,5,li1,fa,5
Single_Inference_Task,10,rating_button,pr1lo3,...celebrates with the opposing team's players who just won the game?,4,72,6,lo,lo,3
Single_Inference_Task,10,rating_button,pr1ca3,...tells a boy that his older brother is much more attractive than him?,2,79,6,lo,ca,3
Single_Inference_Task,10,rating_button,pr1au3,...talks loudly in class while the instructor is teaching?,5,40,6,lo,au,3
Single_Inference_Task,10,rating_button,pr1sa3,...eats the flesh of a deceased relative as part of a group funeral rite?,1,78,6,lo,sa,3
Single_Inference_Task,10,rating_button,pr1po3,...plays music through his headphones so loudly that other passengers can hear it while on a bus?,5,56,6,lo,po,3
Single_Inference_Task,10,rating_button,pr1li3,...forces his daughter to enroll as a pre-med student in college?,3,51,6,lo,li,3
Single_Inference_Task,10,rating_button,pr1fa3,...skips to the front of the line because his friend is an employee?,2,28,6,lo,fa,3
Single_Inference_Task,10,rating_button,sa1sa3,...looks at pornography in which an 18-year-old model has been digitally altered to look like he is 13?,1,161,6,sa1,sa,3
Single_Inference_Task,10,rating_button,sa1po3,...walks away while her conversation partner is still speaking?,2,113,6,sa1,po,3
Single_Inference_Task,10,rating_button,sa1au3,...has a long and loud conversation with a group of friends during a religious service?,1,119,6,sa1,au,3
Single_Inference_Task,10,rating_button,sa1li3,...imposes a curfew on all members of her immediate family?,1,152,6,sa1,li,3
Single_Inference_Task,10,rating_button,sa1ca3,...tells a woman that her painting looks like it was done by children?,1,111,6,sa1,ca,3
Single_Inference_Task,10,rating_button,sa1fa3,...pretends to be seriously fouled by an opposing player during a local game?,1,117,6,sa1,fa,3
Single_Inference_Task,10,rating_button,sa1lo3,...leaves her family business to go work for their main competitor?,1,121,6,sa1,lo,3
Single_Inference_Task,10,rating_button,li1fa3,...pretends to be seriously fouled by an opposing player during a local game?,2,217,6,li1,fa,3
Single_Inference_Task,10,rating_button,li1lo3,...jokes about the stupidity of people from his home country?,2,227,6,li1,lo,3
Single_Inference_Task,10,rating_button,li1au3,...tries to undermine all of his boss's ideas in front of others?,1,249,6,li1,au,3
Single_Inference_Task,10,rating_button,li1ca3,...shoots geese repeatedly with a pellet gun out in the woods?,1,242,6,li1,ca,3
Single_Inference_Task,10,rating_button,li1sa3,...writes erotic poetry about his pet cat?,1,203,6,li1,sa,3
Single_Inference_Task,10,rating_button,li1po3,...ignores his personal hygiene and mental health in order to devote more time to his career?,1,248,6,li1,po,3
Single_Inference_Task,10,rating_button,li1li3,...forces his daughter to enroll as a pre-med student in college?,3,216,6,li1,li,3
Single_Inference_Task,10,rating_button,pr1lo2,...leaves his family business to go work for their main competitor?,7,45,7,au,lo,2
Single_Inference_Task,10,rating_button,pr1ca2,...laughs when he realizes his friend's dad is a janitor?,7,71,7,au,ca,2
Single_Inference_Task,10,rating_button,pr1fa2,"...hires his nephew for a job, instead of a more qualified applicant?",5,77,7,au,fa,2
Single_Inference_Task,10,rating_button,pr1sa2,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",7,25,7,au,sa,2
Single_Inference_Task,10,rating_button,pr1li2,...is the leader of a club and bans members from wearing bright colors during club meetings?,7,34,7,au,li,2
Single_Inference_Task,10,rating_button,pr1po2,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",7,40,7,au,po,2
Single_Inference_Task,10,rating_button,pr1au2,...tries to undermine all of his boss's ideas in front of others?,1,51,7,au,au,2
Single_Inference_Task,10,rating_button,sa1au2,"...sends out an email to other employees at her company, calling their company president an ""idiot""?",5,166,7,sa1,au,2
Single_Inference_Task,10,rating_button,sa1sa2,...eats the flesh of a deceased relative as part of a group funeral rite?,7,111,7,sa1,sa,2
Single_Inference_Task,10,rating_button,sa1ca2,...spanks her child with a spatula for getting bad grades in school?,1,145,7,sa1,ca,2
Single_Inference_Task,10,rating_button,sa1po2,...plays music through her headphones so loudly that other passengers can hear it while on a bus?,1,169,7,sa1,po,2
Single_Inference_Task,10,rating_button,sa1lo2,"...sells government secrets from her nation to another country; the information is classified, though the sale will not have any negative consequences for people in their home nation?",1,107,7,sa1,lo,2
Single_Inference_Task,10,rating_button,sa1li2,...pressures her daughter to become a famous evening news anchor?,6,119,7,sa1,li,2
Single_Inference_Task,10,rating_button,sa1fa2,"...requires all her employees to split their bonuses evenly, even though some earn larger bonuses than others?",5,127,7,sa1,fa,2
Single_Inference_Task,10,rating_button,li1lo2,...leaves his family business to go work for their main competitor?,7,202,7,li1,lo,2
Single_Inference_Task,10,rating_button,li1sa2,...marries his first cousin in an elaborate wedding?,6,248,7,li1,sa,2
Single_Inference_Task,10,rating_button,li1ca2,...laughs when he realizes his friend's dad is a janitor?,6,236,7,li1,ca,2
Single_Inference_Task,10,rating_button,li1po2,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",7,198,7,li1,po,2
Single_Inference_Task,10,rating_button,li1fa2,...edges out another person in a long line?,6,226,7,li1,fa,2
Single_Inference_Task,10,rating_button,li1li2,...tells his romantic partner that she must convert to his religion?,7,203,7,li1,li,2
Single_Inference_Task,10,rating_button,li1au2,...tries to undermine all of his boss's ideas in front of others?,5,233,7,li1,au,2
Single_Inference_Task,10,rating_button,pr1sa10,...writes erotic poetry about his pet cat?,1,54,8,po,sa,10
Single_Inference_Task,10,rating_button,pr1lo10,...jokes about the stupidity of people from his home country?,6,26,8,po,lo,10
Single_Inference_Task,10,rating_button,pr1li10,...forces his daughter to enroll as a pre-med student in college?,4,58,8,po,li,10
Single_Inference_Task,10,rating_button,pr1ca10,...laughs when he realizes his friend's dad is a janitor?,1,51,8,po,ca,10
Single_Inference_Task,10,rating_button,pr1po10,...plays music through his headphones so loudly that other passengers can hear it while on a bus?,2,56,8,po,po,10
Single_Inference_Task,10,rating_button,pr1au10,...disobeys his boss; nothing bad happens as a result of his disobedience?,6,88,8,po,au,10
Single_Inference_Task,10,rating_button,pr1fa10,...skips to the front of the line because his friend is an employee?,7,85,8,po,fa,10
Single_Inference_Task,10,rating_button,sa1au10,...talks loudly in class while the instructor is teaching?,3,123,8,sa1,au,10
Single_Inference_Task,10,rating_button,sa1lo10,"...gets a job in a foreign nation where her home country is viewed fairly negatively; in order to fit in among their coworkers, Maria makes critical comments about their home country, though Maria does not believe them?",7,162,8,sa1,lo,10
Single_Inference_Task,10,rating_button,sa1sa10,...looks at pornography in which an 18-year-old model has been digitally altered to look like he is 13?,7,129,8,sa1,sa,10
Single_Inference_Task,10,rating_button,sa1po10,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",7,153,8,sa1,po,10
Single_Inference_Task,10,rating_button,sa1li10,...is the leader of a club and bans members from wearing bright colors during club meetings?,2,160,8,sa1,li,10
Single_Inference_Task,10,rating_button,sa1fa10,"...requires all her employees to split their bonuses evenly, even though some earn larger bonuses than others?",5,116,8,sa1,fa,10
Single_Inference_Task,10,rating_button,sa1ca10,...makes fun of her brother for getting dumped by his girlfriend?,7,143,8,sa1,ca,10
Single_Inference_Task,10,rating_button,li1fa10,...edges out another person in a long line?,6,249,8,li1,fa,10
Single_Inference_Task,10,rating_button,li1lo10,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",5,224,8,li1,lo,10
Single_Inference_Task,10,rating_button,li1sa10,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",2,184,8,li1,sa,10
Single_Inference_Task,10,rating_button,li1po10,...eats a T-bone steak with his hands in a fancy restaurant?,4,219,8,li1,po,10
Single_Inference_Task,10,rating_button,li1au10,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",6,225,8,li1,au,10
Single_Inference_Task,10,rating_button,li1li10,...is the leader of a club and bans members from wearing bright colors during club meetings?,5,208,8,li1,li,10
Single_Inference_Task,10,rating_button,li1ca10,...makes fun of his brother for getting dumped by his girlfriend?,1,199,8,li1,ca,10
Single_Inference_Task,10,rating_button,pr1sa10,...writes erotic poetry about his pet cat?,3,37,9,po,sa,10
Single_Inference_Task,10,rating_button,pr1lo10,...jokes about the stupidity of people from his home country?,7,39,9,po,lo,10
Single_Inference_Task,10,rating_button,pr1li10,...forces his daughter to enroll as a pre-med student in college?,7,66,9,po,li,10
Single_Inference_Task,10,rating_button,pr1ca10,...laughs when he realizes his friend's dad is a janitor?,7,62,9,po,ca,10
Single_Inference_Task,10,rating_button,pr1po10,...plays music through his headphones so loudly that other passengers can hear it while on a bus?,7,50,9,po,po,10
Single_Inference_Task,10,rating_button,pr1au10,...disobeys his boss; nothing bad happens as a result of his disobedience?,6,33,9,po,au,10
Single_Inference_Task,10,rating_button,pr1fa10,...skips to the front of the line because his friend is an employee?,7,85,9,po,fa,10
Single_Inference_Task,10,rating_button,sa1au10,...talks loudly in class while the instructor is teaching?,2,136,9,sa1,au,10
Single_Inference_Task,10,rating_button,sa1lo10,"...gets a job in a foreign nation where her home country is viewed fairly negatively; in order to fit in among their coworkers, Maria makes critical comments about their home country, though Maria does not believe them?",6,102,9,sa1,lo,10
Single_Inference_Task,10,rating_button,sa1sa10,...looks at pornography in which an 18-year-old model has been digitally altered to look like he is 13?,6,101,9,sa1,sa,10
Single_Inference_Task,10,rating_button,sa1po10,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",5,143,9,sa1,po,10
Single_Inference_Task,10,rating_button,sa1li10,...is the leader of a club and bans members from wearing bright colors during club meetings?,2,141,9,sa1,li,10
Single_Inference_Task,10,rating_button,sa1fa10,"...requires all her employees to split their bonuses evenly, even though some earn larger bonuses than others?",2,108,9,sa1,fa,10
Single_Inference_Task,10,rating_button,sa1ca10,...makes fun of her brother for getting dumped by his girlfriend?,4,106,9,sa1,ca,10
Single_Inference_Task,10,rating_button,li1fa10,...edges out another person in a long line?,6,195,9,li1,fa,10
Single_Inference_Task,10,rating_button,li1lo10,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",4,233,9,li1,lo,10
Single_Inference_Task,10,rating_button,li1sa10,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",7,242,9,li1,sa,10
Single_Inference_Task,10,rating_button,li1po10,...eats a T-bone steak with his hands in a fancy restaurant?,1,246,9,li1,po,10
Single_Inference_Task,10,rating_button,li1au10,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",7,216,9,li1,au,10
Single_Inference_Task,10,rating_button,li1li10,...is the leader of a club and bans members from wearing bright colors during club meetings?,7,205,9,li1,li,10
Single_Inference_Task,10,rating_button,li1ca10,...makes fun of his brother for getting dumped by his girlfriend?,4,217,9,li1,ca,10
Single_Inference_Task,10,rating_button,pr1sa7,...searches through the trash to find women's discarded underwear?,3,66,10,fa,sa,7
Single_Inference_Task,10,rating_button,pr1au7,...talks loudly and interrupts the mayor's speech to the public?,4,68,10,fa,au,7
Single_Inference_Task,10,rating_button,pr1li7,...tells his romantic partner that she must convert to his religion?,2,50,10,fa,li,7
Single_Inference_Task,10,rating_button,pr1fa7,...bribes his landlord to be the first to get his apartment repainted?,3,43,10,fa,fa,7
Single_Inference_Task,10,rating_button,pr1lo7,...celebrates with the opposing team's players who just won the game?,4,29,10,fa,lo,7
Single_Inference_Task,10,rating_button,pr1po7,...eats a T-bone steak with his hands in a fancy restaurant?,4,61,10,fa,po,7
Single_Inference_Task,10,rating_button,pr1ca7,...tells a woman that her painting looks like it was done by children?,4,64,10,fa,ca,7
Single_Inference_Task,10,rating_button,sa1li7,...pressures her daughter to become a famous evening news anchor?,2,128,10,sa1,li,7
